,Job Title,Company,Location,Salary,Search Term
2222,Lead Software Engineer - Machine Learning,"
    Affirm","San Francisco, CA 94126 <span style=""font-size: smaller"">(Financial District area)</span>",NaN,San+Francisco
2223,<b>Scientist</b> <b>Scientist</b>,"
        TalentBurst, Inc.","South San Francisco, CA",NaN,San+Francisco
2224,Scientific Developer,"
    Emerald Cloud Lab","South San Francisco, CA",NaN,San+Francisco
2225,<b>Data</b> Science &amp; Analytics Manager,"
        Poshmark","Redwood City, CA",NaN,San+Francisco
2226,"Sr. or Lead <b>Data</b> <b>Scientist</b> / Engineer, Discovery Team, Commu...","
        Salesforce","San Francisco, CA",NaN,San+Francisco
2227,"<b>Data</b> <b>Scientist</b>, Payments","
        Rocket Lawyer","San Francisco, CA",NaN,San+Francisco
2228,"Sr. <b>Scientist</b> III, Oncology Biomarkers","
        AbbVie","South San Francisco, CA",NaN,San+Francisco
2229,Sr.Machine Learning Engineer,"
    Park Computer Systems, Inc.","Emeryville, CA",NaN,San+Francisco
2230,"Analyst Operations, Reverse Logistics","
        Walmart eCommerce","San Bruno, CA 94066",NaN,San+Francisco
2231,Associate Study Manager 2,"
        AEQUOR Technologies, Inc.","San Francisco, CA 94158 <span style=""font-size: smaller"">(South Of Market area)</span>",$40 - $45 an hour,San+Francisco
2232,Post Baccalaureate Fellow (Physics),"
        Lawrence Berkeley National Laboratory","Berkeley, CA 94720",NaN,San+Francisco
2233,Drug Safety <b>Scientist</b>,"
    inVentiv Health Clinical","San Francisco, CA",NaN,San+Francisco
2234,Sr. <b>Data</b> <b>Scientist</b>,"
    Elevate Recruiting Group","Redwood City, CA",NaN,San+Francisco
2235,Scientific Developer,"
    Emerald Cloud Lab","South San Francisco, CA",NaN,San+Francisco
2236,"Senior Growth Analyst, Strategy and Growth","
        Salesforce","San Francisco, CA",NaN,San+Francisco
2237,Senior Product Manager Europe,"
    Secret Sauce Partners, Inc.","San Francisco, CA",NaN,San+Francisco
2238,"Senior Growth Analyst, Strategy and Growth","
        Salesforce","San Francisco, CA",NaN,San+Francisco
2239,Protein Formulation <b>Scientist</b> I,"
    BioMarin Pharmaceutical Inc.","Novato, CA",NaN,San+Francisco
2240,BioInformatics Staff <b>Scientist</b>,"
        Thermo Fisher Scientific","South San Francisco, CA 94083",NaN,San+Francisco
2241,<b>Scientist</b> II: Platform Biology,"
    CytomX Therapeutics, Inc.","South San Francisco, CA 94080",NaN,San+Francisco
2242,<b>Data</b> <b>Scientist</b>,"
    Hoodline","San Francisco, CA",NaN,San+Francisco
2243,Individual Giving Lead,"
        ReWork","San Francisco, CA 94110 <span style=""font-size: smaller"">(Mission area)</span>",NaN,San+Francisco
2244,Bioengineering Internship,"
    Transcriptic","Menlo Park, CA 94025",NaN,San+Francisco
2245,"<b>Scientist</b> I, DNA Synthesis","
        BioPhase Solutions","San Francisco Bay Area, CA",NaN,San+Francisco
2246,Senior Technical Writer,"
    Zymergen","Emeryville, CA 94608",NaN,San+Francisco
2247,Summer Product Development Intern,"
    Kagome Inc.","San Carlos, CA",NaN,San+Francisco
2248,"Senior Software Engineer, San Francisco","
        Lithium Technologies","San Francisco, CA 94104 <span style=""font-size: smaller"">(Financial District area)</span>",NaN,San+Francisco
2249,"Senior Software Engineer, <b>Data</b> Platform Team","
        Unity Technologies","San Francisco, CA",NaN,San+Francisco
2250,"Engineering Manager, AncestryDNA","
    AncestryDNA","San Francisco, CA",NaN,San+Francisco
2251,"<b>Scientist</b> II-III, Clinical Biomarkers and CDx Development","
    FivePrime Therapeutics","South San Francisco, CA 94080",NaN,San+Francisco
2252,Principal Engineer,"
    Gametime United, Inc.","San Francisco, CA",NaN,San+Francisco
2253,R&amp;D - Scientific Computing Programmer Analyst,"
        Veterans Sourcing Group","Redwood City, CA 94063",NaN,San+Francisco
2254,Tertiary Analysis - Bioinformatics <b>Scientist</b>,"
    Bina Technologies Inc.","Belmont, CA",NaN,San+Francisco
2255,BioInformatics Staff <b>Scientist</b>,"
        Thermo Fisher Scientific","South San Francisco, CA 94083",NaN,San+Francisco
2256,Director Product Manager - Compute System,"
        Salesforce","San Francisco, CA",NaN,San+Francisco
2257,Junior Project <b>Scientist</b>,"
    Environmental Risk Services Corporation","Walnut Creek, CA 94596",NaN,San+Francisco
2258,Senior Technical Writer,"
    Zymergen","Emeryville, CA 94608",NaN,San+Francisco
2259,Staff <b>Data</b> <b>Scientist</b>,"
        Walmart eCommerce","San Bruno, CA 94066",NaN,San+Francisco
2260,Sr. Engineering Leader,"
        Walmart eCommerce","San Bruno, CA 94066",NaN,San+Francisco
2261,Vice President of <b>Data</b> Science &amp; Machine Learning,"
    Harnham","San Francisco, CA",NaN,San+Francisco
2262,Category Specialist - Entry Level,"
        Walmart eCommerce","San Bruno, CA 94066",NaN,San+Francisco
2263,"Project Manager, in vivo efficacy","
        AbbVie","San Francisco, CA",NaN,San+Francisco
2264,<b>Scientist</b>,"
    Chan Zuckerberg Biohub","San Francisco, CA",NaN,San+Francisco
2265,"Sr. Scientific Researcher / <b>Scientist</b>, Hybridoma Technology","
    23andMe, Inc.","San Francisco, CA",NaN,San+Francisco
2266,Front-End Engineer,"
        Mode","San Francisco, CA",NaN,San+Francisco
2267,Walmart eCommerce Finance Audit Services Intern,"
        Walmart eCommerce","San Bruno, CA 94066",NaN,San+Francisco
2268,Hospital Assistant PD,"
        University of California San Francisco","San Francisco, CA",NaN,San+Francisco
2269,Senior Software Engineer,"
    Samba TV","San Francisco, CA",NaN,San+Francisco
2270,Business Process Consultant,"
    BioMarin Pharmaceutical Inc.","Novato, CA",NaN,San+Francisco
2271,Research Associate - Medicinal Chemistry,"
        Gilead","Foster City, CA",NaN,San+Francisco
2272,Quantitative Research <b>Data</b> <b>Scientist</b>,"
        Thomson Reuters","San Francisco, CA 94102 <span style=""font-size: smaller"">(Downtown area)</span>",NaN,San+Francisco
2273,Cytometry Time of Flight (CyTOF) Operator,"
        Pfizer Inc.","San Francisco, CA",NaN,San+Francisco
2274,Mobile Software Engineer,"
    Grammarly, Inc.","San Francisco, CA",NaN,San+Francisco
2275,<b>Scientist</b> II: Platform Biology,"
    CytomX Therapeutics, Inc.","South San Francisco, CA 94080",NaN,San+Francisco
2276,"Intern, Biology - Strain Engineering","
    Amyris, Inc.","Emeryville, CA",NaN,San+Francisco
2277,Sr Research Investigator,"
        Bristol-Myers Squibb","Redwood City, CA",NaN,San+Francisco
2278,"Sr. Director, PK","
    Coherus BioSciences","Redwood City, CA",NaN,San+Francisco
2279,Bioengineering Internship,"
    Transcriptic","Menlo Park, CA 94025",NaN,San+Francisco
2280,Executive Assistant,"
        Marine Mammal Center","Sausalito, CA 94965",NaN,San+Francisco
2281,Bioinformatics <b>Scientist</b>,"
        inVentiv Health Clinical","San Francisco, CA",NaN,San+Francisco
2282,Senior Software Engineer,"
        Citrine","Redwood City, CA",NaN,San+Francisco
2283,Automation Engineer,"
    Hampton Creek Foods","San Francisco, CA",NaN,San+Francisco
2284,"<b>Scientist</b> I, DNA Synthesis","
        BioPhase Solutions","San Francisco Bay Area, CA",NaN,San+Francisco
2285,<b>Data</b> <b>Scientist</b>,"
    Feedzai","San Mateo, CA",NaN,San+Francisco
2286,Walmart eCommerce Finance Audit Services Intern,"
        Walmart eCommerce","San Bruno, CA 94066",NaN,San+Francisco
2287,Protein Formulation <b>Scientist</b> I,"
    BioMarin Pharmaceutical Inc.","Novato, CA",NaN,San+Francisco
2288,Clinical Biomarker Operations Manager,"
        Genentech","South San Francisco, CA",NaN,San+Francisco
2289,Ruby on Rails Developer,"
    emplyd","San Francisco, CA",NaN,San+Francisco
2290,Global Real Estate Portfolio Manager,"
    Pivotal Software","San Francisco, CA",NaN,San+Francisco
2291,Research Associate - Medicinal Chemistry,"
        Gilead","Foster City, CA",NaN,San+Francisco
2292,Consulting <b>Data</b> Analyst (Division of Research),"
        Kaiser Permanente","Oakland, CA",NaN,San+Francisco
2293,<b>Data</b> <b>Scientist</b>,"
        Wish","San Francisco, CA",NaN,San+Francisco
2294,Sr. <b>Scientist</b>- Process Chemistry,"
    Ardelyx","Fremont, CA 94555 <span style=""font-size: smaller"">(Northgate area)</span>",NaN,San+Francisco
2295,<b>Data</b> Science &amp; Analytics Manager,"
        Poshmark","Redwood City, CA",NaN,San+Francisco
2296,Brand Marketing,"
        Supercell","San Francisco, CA 94104 <span style=""font-size: smaller"">(Financial District area)</span>",NaN,San+Francisco
2297,Business Process Consultant,"
    BioMarin Pharmaceutical Inc.","Novato, CA",NaN,San+Francisco
2298,Director of <b>Data</b> Science,"
    Harnham","San Francisco, CA","$230,000 a year",San+Francisco
2299,Senior Software Development Engineer in Test (Web),"
        The Climate Corporation","San Francisco, CA",NaN,San+Francisco
2300,Content Manager / Editor,"
    CircleUp","San Francisco, CA",NaN,San+Francisco
2301,Senior Infrastructure Engineer,"
    Atomwise","San Francisco, CA",NaN,San+Francisco
2302,"Sr. <b>Scientist</b> II-III, Moleculary Pathology","
        AbbVie","South San Francisco, CA",NaN,San+Francisco
2303,<b>Data</b> <b>Scientist</b>,"
        Eventbrite","San Francisco, CA 94107 <span style=""font-size: smaller"">(South Of Market area)</span>",NaN,San+Francisco
2304,<b>Data</b> <b>scientist</b>,"
    PI Benchmark","Berkeley, CA",NaN,San+Francisco
2305,Software Engineer - DevTest,"
    Aspera, an IBM Company","Emeryville, CA",NaN,San+Francisco
2306,Research Associate,"
    GenapSys, Inc.","Redwood City, CA",NaN,San+Francisco
2307,Product Manager - Advanced Technologies Group,"
        Uber","San Francisco, CA 94105 <span style=""font-size: smaller"">(Financial District area)</span>",NaN,San+Francisco
2308,Program Manager,"
    Feedzai","San Mateo, CA",NaN,San+Francisco
2309,<b>Data</b> &amp; Applied <b>Scientist</b> - MileIQ,"
        Microsoft","San Francisco, CA",NaN,San+Francisco
2310,Head of <b>Data</b> Science,"
    Harnham","San Francisco, CA","$225,000 a year",San+Francisco
2311,Clinical Laboratory <b>Scientist</b> - IRL,"
    BSI Business Group","San Francisco, CA",NaN,San+Francisco
2312,Senior Statistical Programmer,"
    PaxVax","Redwood City, CA",NaN,San+Francisco
2313,Developer - Spotfire W2 ONLY 6816078,"
    Consultant Specialists","San Francisco, CA",NaN,San+Francisco
2314,"<b>Data</b> <b>Scientist</b> Manager, eCommerce","
    Feedzai","San Mateo, CA",NaN,San+Francisco
2315,"Machine Learning/AI Architect, West Region","
        Accenture","San Francisco, CA 94105 <span style=""font-size: smaller"">(Financial District area)</span>",NaN,San+Francisco
2316,Materials Sciences Division Director,"
        Lawrence Berkeley National Laboratory","Berkeley, CA 94720",NaN,San+Francisco
2317,Customer Success Manager,"
    Plethora","San Francisco, CA 94124 <span style=""font-size: smaller"">(Bayview area)</span>",NaN,San+Francisco
2318,Full Stack Developer,"
    Grid Dynamics","San Francisco, CA",NaN,San+Francisco
2319,"<b>Scientist</b>, Toxicology","
    Ultragenyx Pharmaceutical","Novato, CA 94949",NaN,San+Francisco
2320,Automation Engineer,"
    Hampton Creek Foods","San Francisco, CA",NaN,San+Francisco
2321,Brand Marketing,"
        Supercell","San Francisco, CA 94104 <span style=""font-size: smaller"">(Financial District area)</span>",NaN,San+Francisco
2322,Sensor <b>Scientist</b>/Engineer,"
    Profusa, Inc.","South San Francisco, CA 94080",NaN,San+Francisco
2323,<b>Data</b> <b>Scientist</b>,"
        Eventbrite","San Francisco, CA 94107 <span style=""font-size: smaller"">(South Of Market area)</span>",NaN,San+Francisco
2324,"Engineering Manager, AncestryDNA","
    AncestryDNA","San Francisco, CA",NaN,San+Francisco
2325,"Senior <b>Scientist</b>, T-cell Redirecting Therapies","
        Pfizer, Inc.","San Francisco, CA",NaN,San+Francisco
2326,Senior Sales Operations Business Analyst,"
        Counsyl","South San Francisco, CA 94080",NaN,San+Francisco
2327,Community Manager III,"
    NextGen Information Services, Inc","Hayward, CA 94545 <span style=""font-size: smaller"">(Glen Eden area)</span>",NaN,San+Francisco
2328,Content Manager / Editor,"
    CircleUp","San Francisco, CA",NaN,San+Francisco
2329,<b>Scientist</b> 1/ <b>Scientist</b> 2,"
    BioMarin Pharmaceutical Inc.","Novato, CA",NaN,San+Francisco
2330,Clinical Operations Specialist I,"
    Ardelyx","Fremont, CA 94555 <span style=""font-size: smaller"">(Northgate area)</span>",NaN,San+Francisco
2331,"Research <b>Scientist</b>, Bio-Signal Processing","
        Fitbit","San Francisco, CA 94105 <span style=""font-size: smaller"">(Financial District area)</span>",NaN,San+Francisco
2332,​Deployment Strategist,"
    Jetlore","San Mateo, CA",NaN,San+Francisco
2333,"Senior Research <b>Scientist</b>, Deep Learning","
    Clarifai","San Francisco, CA",NaN,San+Francisco
2334,<b>Data</b> <b>Scientist</b>,"
        Chariot","San Francisco, CA",NaN,San+Francisco
2335,Facilities Assistant,"
        Natural Resources Defense Council","San Francisco, CA",NaN,San+Francisco
2336,Sr. QA Engineer,"
        Gigster","San Francisco, CA",NaN,San+Francisco
2337,"<b>Data</b> <b>Scientist</b> - San Francisco / San jose,CA - USC/GC Only","
    Markuci Inc","San Francisco, CA 94105 <span style=""font-size: smaller"">(Financial District area)</span>",NaN,San+Francisco
2338,"<b>Scientist</b>, Biology","
    Zymergen","Emeryville, CA 94608",NaN,San+Francisco
2339,Analyst - Chemist,"
        Exponent","Menlo Park, CA 94025",NaN,San+Francisco
2340,Retail Operations Program Manager,"
    Blue Bottle Coffee Inc.","Oakland, CA 94607 <span style=""font-size: smaller"">(Acorn-Acorn Industrial area)</span>",NaN,San+Francisco
2341,Director Product Manager - Compute System,"
        Salesforce","San Francisco, CA",NaN,San+Francisco
2342,Digital Marketing Coordinator,"
    Systematix","Redwood City, CA",NaN,San+Francisco
2343,Materials Sciences Division Director,"
        Lawrence Berkeley National Laboratory","Berkeley, CA 94720",NaN,San+Francisco
2344,Materials and Texture Research Associate,"
    Impossible Foods","Redwood City, CA",NaN,San+Francisco
2345,Head of Compliance,"
        Natera","San Carlos, CA 94070",NaN,San+Francisco
2346,Copywriter,"
        RAPP","San Francisco, CA",NaN,San+Francisco
2347,Account Executive (AE),"
    CrowdFlower","San Francisco, CA",NaN,San+Francisco
2348,Environmental <b>Scientist</b>,"
    California Department of Toxic Substances Control","Berkeley, CA",NaN,San+Francisco
2349,<b>Scientist</b>/Senior <b>Scientist</b>- Flavor,"
    Impossible Foods","Redwood City, CA",NaN,San+Francisco
2350,Sensor <b>Scientist</b>/Engineer,"
    Profusa, Inc.","South San Francisco, CA 94080",NaN,San+Francisco
2351,Clinical Operations Specialist I,"
    Ardelyx","Fremont, CA 94555 <span style=""font-size: smaller"">(Northgate area)</span>",NaN,San+Francisco
2352,<b>Scientist</b> I,"
    Ardelyx","Fremont, CA 94555 <span style=""font-size: smaller"">(Northgate area)</span>",NaN,San+Francisco
2353,​Deployment Strategist,"
    Jetlore","San Mateo, CA",NaN,San+Francisco
2354,"<b>Scientist</b>, CRISPR/Cas9 Genome Engineering","
    Zymergen","Emeryville, CA 94608",NaN,San+Francisco
2355,Solutions Architect,"
    Aspera, an IBM Company","Emeryville, CA",NaN,San+Francisco
2356,Senior/Staff <b>Scientist</b> Molecular Biologist,"
    InVitae","San Francisco, CA 94107 <span style=""font-size: smaller"">(South Of Market area)</span>",NaN,San+Francisco
2357,"Principal <b>Scientist</b>, Clinical Pharmacology","
        Genentech","South San Francisco, CA",NaN,San+Francisco
2358,Community Manager III,"
    NextGen Information Services, Inc","Hayward, CA 94545 <span style=""font-size: smaller"">(Glen Eden area)</span>",NaN,San+Francisco
2359,Sr. <b>Scientist</b> (Bioassay- Immunology/CMC),"
    Nektar","San Francisco, CA",NaN,San+Francisco
2360,<b>Data</b> <b>Scientist</b> Intern- Risk,"
        Square","San Francisco, CA 94103 <span style=""font-size: smaller"">(South Of Market area)</span>",NaN,San+Francisco
2361,Materials and Texture Research Associate,"
    Impossible Foods","Redwood City, CA",NaN,San+Francisco
2362,"Product Marketing Manager, Intelligent Rider Spend","
        Uber","San Francisco, CA 94103 <span style=""font-size: smaller"">(South Of Market area)</span>",NaN,San+Francisco
2363,Retail Operations Program Manager,"
    Blue Bottle Coffee Inc.","Oakland, CA 94607 <span style=""font-size: smaller"">(Acorn-Acorn Industrial area)</span>",NaN,San+Francisco
2364,"Product Manager III, <b>Data</b>/Cloud Solutions","
        Biorad","Hercules, CA",NaN,San+Francisco
2365,Principal Full Stack Rails Engineer - Consumer Team,"
        Stitch Fix","San Francisco, CA",NaN,San+Francisco
2366,Software Engineer - Machine Learning &amp; Artificial Intelligen...,"
    Rocket Fuel Inc.","Redwood City, CA",NaN,San+Francisco
2367,Lead Clinical Laboratory <b>Scientist</b> (PM shift),"
    Guardant Health","Redwood City, CA",NaN,San+Francisco
2368,Senior Backend Engineer,"
    NJF Global Holdings","San Francisco, CA",NaN,San+Francisco
2369,Statistician/<b>Data</b> <b>Scientist</b>,"
    Clarify Health","San Francisco, CA 94105 <span style=""font-size: smaller"">(Financial District area)</span>",NaN,San+Francisco
2370,"<b>Scientist</b>, Fundamental Science","
    Zymergen","Emeryville, CA 94608",NaN,San+Francisco
2371,NSBE 2017 National Convention: Intern,"
        Visa","Foster City, CA",NaN,San+Francisco
2372,<b>Data</b> Analytics Platform Architect,"
    Tellus Solutions","Redwood City, CA 94065",NaN,San+Francisco
2373,"Group Head, Process Analytical Technologies (PAT)","
    Ajulia Executive Search","Oakland, CA",NaN,San+Francisco
2374,Associate <b>Scientist</b> II (upstream bioprocess),"
        AbbVie","Redwood City, CA",NaN,San+Francisco
2375,"Director, Epidemiology/Statistician","
    SSC","San Francisco Bay Area, CA",NaN,San+Francisco
2376,Procurement Specialist,"
        VWR","Foster City, CA",NaN,San+Francisco
2377,"Staff Software Engineer, iOS","
        Walmart eCommerce","San Bruno, CA 94066",NaN,San+Francisco
2378,Software Engineer - Python,"
        KellyMitchell","San Francisco, CA",NaN,San+Francisco
2379,Statistical Programmer,"
        Real Staffing","San Francisco, CA",NaN,San+Francisco
2380,<b>Data</b> <b>Scientist</b>,"
        Pinterest","San Francisco, CA 94103 <span style=""font-size: smaller"">(South Of Market area)</span>",NaN,San+Francisco
2381,"Software Engineer, Frontend","
        Airbnb","San Francisco, CA",NaN,San+Francisco
2382,<b>Data</b> <b>Scientist</b>,"
        University of California San Francisco","San Francisco, CA",NaN,San+Francisco
2383,<b>Scientist</b> 1/ <b>Scientist</b> 2,"
    BioMarin Pharmaceutical Inc.","Novato, CA",NaN,San+Francisco
2384,"Manager, Statistical Programmer","
    InClin","San Mateo, CA",NaN,San+Francisco
2385,PK Sciences (PKS) Sr. Investigator – Infectious Diseases,"
        Novartis Institutes for BioMedical Research","Emeryville, CA",NaN,San+Francisco
2386,<b>Scientist</b>,"
        Bio-Rad Inc.","Richmond, CA",NaN,San+Francisco
2387,"<b>Scientist</b>, Biology","
    Zymergen","Emeryville, CA 94608",NaN,San+Francisco
2388,Reimbursement Associate,"
        Counsyl","South San Francisco, CA 94080",NaN,San+Francisco
2389,Associate <b>Scientist</b> II (upstream bioprocess),"
        AbbVie","Redwood City, CA",NaN,San+Francisco
2390,Sr. Research Associate,"
    Ardelyx","Fremont, CA 94555 <span style=""font-size: smaller"">(Northgate area)</span>",NaN,San+Francisco
2391,Machine Learning Algorithm Engineer,"
    3coast","San Mateo, CA","$120,000 - $180,000 a year",San+Francisco
2392,Sr <b>Data</b> <b>Scientist</b>/Solution Architect,"
    Redfish Technology","Berkeley, CA 94705","$250,000 a year",San+Francisco
2393,"Group Head, Process Analytical Technologies (PAT)","
    Ajulia Executive Search","Oakland, CA",NaN,San+Francisco
2394,Lead Clinical Laboratory <b>Scientist</b> (PM shift),"
    Guardant Health","Redwood City, CA",NaN,San+Francisco
2395,"Sr Design Manager, Web Content","
        Uber","San Francisco, CA 94105 <span style=""font-size: smaller"">(Financial District area)</span>",NaN,San+Francisco
2396,Accountant,"
    method products pbc","San Francisco, CA 94111 <span style=""font-size: smaller"">(Financial District area)</span>",NaN,San+Francisco
2397,<b>Data</b> <b>Scientist</b>,"
        Stitch Fix","San Francisco, CA",NaN,San+Francisco
2398,"Product Manager, Sparkpay","
        Capital One","San Francisco, CA",NaN,San+Francisco
2399,"Software Engineer, Frontend","
        Airbnb","San Francisco, CA",NaN,San+Francisco
2400,Digital Marketing Associate,"
        Helix","San Carlos, CA",NaN,San+Francisco
2401,Clinical Laboratory <b>Scientist</b> - IRL,"
    Blood Systems","San Francisco, CA 94118 <span style=""font-size: smaller"">(Inner Richmond area)</span>",NaN,San+Francisco
2402,"<b>Scientist</b>, Protein Science","
    23andMe, Inc.","San Francisco, CA",NaN,San+Francisco
2403,Research Assistant II,"
        Pacific Institute for Research and Evaluation","Oakland, CA 94612 <span style=""font-size: smaller"">(Northgate area)</span>",NaN,San+Francisco
2404,"Principal <b>Scientist</b>, Clinical Pharmacology","
        Genentech","South San Francisco, CA",NaN,San+Francisco
2405,"Associate <b>Scientist</b> I-II / <b>Scientist</b> I, Bioanalytics","
        AbbVie","South San Francisco, CA",NaN,San+Francisco
2406,Algorithm Software Sequencing <b>Scientist</b>,"
    PLE","San Francisco Bay Area, CA","$120,000 - $150,000 a year",San+Francisco
2407,Bioinformatics Specialist,"
        University of California San Francisco","San Francisco, CA",NaN,San+Francisco
2408,Soil Carbon Cycling Postdoctoral Fellow (Climate &amp; Ecosystem...,"
        Lawrence Berkeley National Laboratory","Berkeley, CA 94720",NaN,San+Francisco
2409,<b>Data</b> <b>Scientist</b> (User <b>Data</b>),"
        Thomson Reuters","San Francisco, CA 94102 <span style=""font-size: smaller"">(Downtown area)</span>",NaN,San+Francisco
2410,Sr. Research Associate,"
    Ardelyx","Fremont, CA 94555 <span style=""font-size: smaller"">(Northgate area)</span>",NaN,San+Francisco
2411,<b>Data</b> <b>Scientist</b>,"
    ClearMotion","San Francisco, CA",NaN,San+Francisco
2412,Lecturer - Sutardja Center for Entrepreneurship &amp; Technology,"
        University of California Berkeley","Berkeley, CA","$58,945 - $158,270 a year",San+Francisco
2413,Junior Research Analyst (Marketing and Social Media),"
        W2O Group","San Francisco, CA",NaN,San+Francisco
2414,Clinical <b>Data</b> <b>Scientist</b> (Manager),"
        Pfizer Inc.","San Francisco, CA",NaN,San+Francisco
2415,Copywriter,"
        RAPP","San Francisco, CA",NaN,San+Francisco
2416,R&amp;D <b>Scientist</b>,"
    uBiome","San Francisco, CA",NaN,San+Francisco
2417,Senior Engineer - <b>Data</b> and Performance,"
    Bunchball, Inc.","Redwood City, CA",NaN,San+Francisco
2418,Spark Technical Instructor (Contractor),"
    Databricks","San Francisco, CA",NaN,San+Francisco
2419,Sr. Machine Learning Engineer,"
        art.com","Emeryville, CA 94608",NaN,San+Francisco
2420,"Software Engineer, Experimentation Platform","
        Airbnb","San Francisco, CA 94103 <span style=""font-size: smaller"">(South Of Market area)</span>",NaN,San+Francisco
2421,<b>Data</b> <b>Scientist</b>,"
        Electronic Arts","Redwood City, CA 94065",NaN,San+Francisco
2422,Sr. <b>Scientist</b> (Bioassay- Immunology/CMC),"
    Nektar","San Francisco, CA",NaN,San+Francisco
2423,Director - Software Dev - AI / Machine Learning / NLP,"
        Oracle","Redwood Shores, CA",NaN,San+Francisco
2424,<b>Data</b> Engineer (Java),"
        Personal Capital","San Carlos, CA 94070",NaN,San+Francisco
2425,"Associate <b>Scientist</b>, Process Development","
    Amyris, Inc.","Emeryville, CA",NaN,San+Francisco
2426,Senior Software Development Engineer in Test (Web),"
        The Climate Corporation","San Francisco, CA",NaN,San+Francisco
2427,"Computational Genomic <b>Scientist</b>, Bioinformatics","
    Guardant Health","Redwood City, CA",NaN,San+Francisco
2428,<b>Data</b> <b>Scientist</b>,"
        Electronic Arts","Redwood City, CA 94065",NaN,San+Francisco
2429,<b>Data</b> <b>Scientist</b>,"
    Stride Search","San Francisco, CA",NaN,San+Francisco
2430,Soil Carbon Cycling Postdoctoral Fellow (Climate &amp; Ecosystem...,"
        Lawrence Berkeley National Laboratory","Berkeley, CA 94720",NaN,San+Francisco
2431,"Senior Product Leader, Matching","
        Hired","San Francisco, CA",NaN,San+Francisco
2432,"VP of Sales, Employer Benefits","
    Color Genomics","Burlingame, CA",NaN,San+Francisco
2433,Algorithm Software Sequencing <b>Scientist</b>,"
    PLE","San Francisco Bay Area, CA","$120,000 - $150,000 a year",San+Francisco
2434,Software Engineer - Machine Learning &amp; Artificial Intelligen...,"
    Rocket Fuel Inc.","Redwood City, CA",NaN,San+Francisco
2435,<b>Data</b> <b>Scientist</b> (Platform),"
    Clover Health","San Francisco, CA",NaN,San+Francisco
2436,"Manager, Statistical Programmer","
    InClin","San Mateo, CA",NaN,San+Francisco
2437,Sr. Customer Success Manager,"
    Smarking","San Francisco, CA","$60,000 - $100,000 a year",San+Francisco
2438,"Sr. Manager / Associate Director, Statistical Programming","
    Achaogen","South San Francisco, CA 94080",NaN,San+Francisco
2439,"Research <b>Scientist</b>, Molecular Biology","
    Twist Bioscience","San Francisco, CA 94158 <span style=""font-size: smaller"">(South Of Market area)</span>",NaN,San+Francisco
2440,"VP of Sales, Employer Benefits","
    Color Genomics","Burlingame, CA",NaN,San+Francisco
2441,"Associate Principal <b>Scientist</b>, PPDM - Bioanalytics Job","
        Merck","South San Francisco, CA",NaN,San+Francisco
2442,Dispatch Engineer,"
        Chariot","San Francisco, CA",NaN,San+Francisco
2443,Principal <b>Data</b> <b>Scientist</b> (G&amp;A),"
        Thomson Reuters","San Francisco, CA 94102 <span style=""font-size: smaller"">(Downtown area)</span>",NaN,San+Francisco
2444,Computer Systems Engineer,"
        Lawrence Berkeley National Laboratory","Berkeley, CA 94720",NaN,San+Francisco
2445,"Sr. Manager / Associate Director, Statistical Programming","
    Achaogen","South San Francisco, CA 94080",NaN,San+Francisco
2446,"Senior Product Leader, Client","
        Hired","San Francisco, CA",NaN,San+Francisco
2447,Digital Marketing Associate,"
        Helix","San Carlos, CA",NaN,San+Francisco
2448,UX Manager – Customer Facing,"
        Stitch Fix","San Francisco, CA",NaN,San+Francisco
2449,Junior Sales/G&amp;A Recruiter (Contract),"
        Mode","San Francisco, CA",NaN,San+Francisco
2450,"<b>Scientist</b>, Fundamental Science","
    Zymergen","Emeryville, CA 94608",NaN,San+Francisco
2451,Lecturer - Sutardja Center for Entrepreneurship &amp; Technology,"
        University of California Berkeley","Berkeley, CA","$58,945 - $158,270 a year",San+Francisco
2452,Sr. Machine Learning Engineer,"
        art.com","Emeryville, CA 94608",NaN,San+Francisco
2453,Statistical Programmer,"
        Real Staffing","San Francisco, CA",NaN,San+Francisco
2454,Senior DevOps Engineer,"
        LT","San Francisco Bay Area, CA","$190,000 a year",San+Francisco
2455,<b>Scientist</b> (Oligonucleotides) - 7003854,"
    Amerit Consulting","San Francisco, CA",$28 an hour,San+Francisco
2456,Scientific Analyst,"
    Elevate Recruiting Group","San Mateo, CA",NaN,San+Francisco
2457,"Principal / Senior <b>Scientist</b> II, Immunogenicity","
    BioMarin Pharmaceutical Inc.","San Rafael, CA",NaN,San+Francisco
2458,Senior ERP Business Systems Analyst,"
    method products pbc","San Francisco, CA 94111 <span style=""font-size: smaller"">(Financial District area)</span>",NaN,San+Francisco
2459,UX Manager – Customer Facing,"
        Stitch Fix","San Francisco, CA",NaN,San+Francisco
2460,"Sr. Manager, Marketing Operations","
        Glassdoor","Mill Valley, CA 94941",NaN,San+Francisco
2461,Clinical Laboratory <b>Scientist</b> - IRL,"
    BSI Business Group","San Francisco, CA",NaN,San+Francisco
2462,<b>Scientist</b> I (Job# 6818453),"
    Amerit Consulting","San Francisco, CA",$30 an hour,San+Francisco
2463,"Director, Inflammation/Immunology Biomarkers","
        Gilead","Foster City, CA",NaN,San+Francisco
2464,Director of Product,"
        Mode","San Francisco, CA",NaN,San+Francisco
