,Job Title,Company,Location,Salary,Search Term
26,<b>Data</b> <b>Scientist</b>,"
        Workbridge Associates","Washington, DC","$100,000 - $150,000 a year",Bethesda%2C+MD
27,SAS Statistician/Research Analyst,"
    Associated Veterans, LLC","Washington, DC 20210 <span style=""font-size: smaller"">(Capitol Hill area)</span>",NaN,Bethesda%2C+MD
28,Senior Research Analyst,"
    RosettiStarr","Bethesda, MD 20814",NaN,Bethesda%2C+MD
29,Predictive Modeling Analyst I,"
        Vencore","Bethesda, MD",NaN,Bethesda%2C+MD
30,Machine Learning <b>Data</b> Engineer,"
        Capital One","Tysons Corner, VA",NaN,Bethesda%2C+MD
31,Research Analyst,"
    ManTech International Corporation Req ID 89729BR","Silver Spring, MD",NaN,Bethesda%2C+MD
32,Research Associate,"
    Dillon Allman &amp; Partners","Bethesda, MD 20814",NaN,Bethesda%2C+MD
33,<b>Data</b> <b>Scientist</b>,"
        Workbridge Associates","Washington, DC","$100,000 - $150,000 a year",Bethesda%2C+MD
34,MT / NLP / <b>Data</b> Analytics Technologist,"
    SDL Government","Herndon, VA",NaN,Bethesda%2C+MD
35,<b>Data</b> <b>Scientist</b> / Operations Research Analyst,"
        Booz Allen Hamilton","Annapolis Junction, MD",NaN,Bethesda%2C+MD
36,Research <b>Data</b> Analyst,"
        The Henry M. Jackson Foundation","Bethesda, MD 20817",NaN,Bethesda%2C+MD
37,<b>Scientist</b> - Modeling and Meta-Analysis,"
    Pharmerit International","Bethesda, MD",NaN,Bethesda%2C+MD
38,Research Associate,"
    Dillon Allman &amp; Partners","Bethesda, MD 20814",NaN,Bethesda%2C+MD
39,Research <b>Data</b> Analyst-<b>Data</b> Manager,"
        Global Resource Solutions","Bethesda, MD",NaN,Bethesda%2C+MD
40,<b>Data</b> <b>Scientist</b>,"
    Gunther Douglas, Inc.","Washington, DC","$110,000 - $140,000 a year",Bethesda%2C+MD
41,Employee Payables <b>Data</b> Analysis Specialist,"
        Booz Allen Hamilton","Herndon, VA",NaN,Bethesda%2C+MD
42,Bioanalytical <b>Scientist</b>,"
        The Henry M. Jackson Foundation","Silver Spring, MD 20910",NaN,Bethesda%2C+MD
43,Quantitative Analyst Intern,"
        Mitre Corporation","McLean, VA",NaN,Bethesda%2C+MD
44,Computational Biology Specialist,"
    Medical Science &amp; Computing, Inc.","Bethesda, MD",NaN,Bethesda%2C+MD
45,Junior <b>Data</b> <b>Scientist</b>,"
        Mitre Corporation","McLean, VA",NaN,Bethesda%2C+MD
46,<b>Scientist</b>,"
        EMD","Rockville, MD",NaN,Bethesda%2C+MD
47,Employee Payables <b>Data</b> Analysis Specialist,"
        Booz Allen Hamilton","Herndon, VA",NaN,Bethesda%2C+MD
48,Biostatistician,"
        The Henry M. Jackson Foundation","Rockville, MD 20852",NaN,Bethesda%2C+MD
49,<b>Scientist</b> - Virologist,"
        EMD","Rockville, MD",NaN,Bethesda%2C+MD
50,BIOINFORMATICS RESEARCH <b>SCIENTIST</b>,"
        Geisinger Health System","Rockville, MD",NaN,Bethesda%2C+MD
51,Quantitative Analyst Intern,"
        Mitre Corporation","McLean, VA",NaN,Bethesda%2C+MD
52,Bioanalytical <b>Scientist</b>,"
        The Henry M. Jackson Foundation","Silver Spring, MD 20910",NaN,Bethesda%2C+MD
53,<b>Data</b> <b>Scientist</b>,"
    Gunther Douglas, Inc.","Washington, DC","$110,000 - $140,000 a year",Bethesda%2C+MD
54,Behavioral Health Research Analyst (Code:RA317),"
    Development Services Group, Inc.","Bethesda, MD 20814",NaN,Bethesda%2C+MD
55,Staff <b>Scientist</b>,"
        Booz Allen Hamilton","Arlington, VA",NaN,Bethesda%2C+MD
56,Statistician - FAA,"
        Engility Corporation","Washington, DC",NaN,Bethesda%2C+MD
57,Senior <b>Data</b> Analyst,"
    Blue Sky Innovative Solutions","Washington, DC 20036 <span style=""font-size: smaller"">(Downtown area)</span>",NaN,Bethesda%2C+MD
58,FEMA Research Analyst,"
        Centra Technology","Washington, DC",NaN,Bethesda%2C+MD
59,<b>Data</b> Management Specialist,"
        AECOM","Germantown, MD",NaN,Bethesda%2C+MD
60,Statistician/Econometrician,"
        American Institutes for Research","Washington, DC",NaN,Bethesda%2C+MD
61,Research Analyst,"
        ManTech International Corporation","Silver Spring, MD",NaN,Bethesda%2C+MD
62,"Research Analyst, Education","
        Child Trends","Bethesda, MD 20814",NaN,Bethesda%2C+MD
63,Associate <b>Scientist</b> II,"
        EMD","Rockville, MD",NaN,Bethesda%2C+MD
64,<b>Data</b> &amp; Research Analyst,"
    The Council","Washington, DC","$80,000 - $85,000 a year",Bethesda%2C+MD
65,Statistical Assistant,"
        Mathematica Policy Research","Washington, DC 20024 <span style=""font-size: smaller"">(South West area)</span>",NaN,Bethesda%2C+MD
66,Research <b>Scientist</b>,"
    ObjectVideo, Inc.","Tysons, VA",NaN,Bethesda%2C+MD
67,Senior Research &amp; Policy Analyst,"
    Population Action International (PAI)","Washington, DC","$65,000 - $80,000 a year",Bethesda%2C+MD
68,Principal <b>Data</b> <b>Scientist</b>,"
        Capital One","McLean, VA",NaN,Bethesda%2C+MD
69,Research Analyst,"
        Howard Community College","Columbia, MD","$46,332 a year",Bethesda%2C+MD
70,Analytics <b>Data</b> <b>Scientist</b> / Analyst,"
        Booz Allen Hamilton","McLean, VA",NaN,Bethesda%2C+MD
71,Technical Research Analyst,"
        Booz Allen Hamilton","College Park, MD 20740",NaN,Bethesda%2C+MD
72,Sr. <b>Data</b> <b>Scientist</b>,"
    CircleBack Inc.","McLean, VA",NaN,Bethesda%2C+MD
73,R&amp;D <b>Scientist</b>,"
    GeneDx, Inc","Gaithersburg, MD 20877",NaN,Bethesda%2C+MD
74,Head of <b>Data</b> Science,"
        Vox Media","Washington, DC",NaN,Bethesda%2C+MD
75,Machine Learning - R&amp;D TS Clearance,"
    Barone Consulting","Arlington, VA",NaN,Bethesda%2C+MD
76,NOA1763-Support <b>Scientist</b>-Space Weather,"
    I.M. Systems Group (IMSG)","College Park, MD",NaN,Bethesda%2C+MD
77,Scientific Associate 2,"
        EMD","Rockville, MD",NaN,Bethesda%2C+MD
78,Bioinformatics Analyst (NCI),"
        Leidos","Bethesda, MD 20813",NaN,Bethesda%2C+MD
79,<b>Data</b> Analyst / Research Analyst,"
        Capgemini Government Solutions","Washington, DC",NaN,Bethesda%2C+MD
80,Research Analyst,"
        The World Bank Group","Washington, DC",NaN,Bethesda%2C+MD
81,Brain Trauma Research <b>Scientist</b> (Neuroscientist),"
        Camris International","Silver Spring, MD",NaN,Bethesda%2C+MD
82,Satellite Sensor Calibration <b>Scientist</b>,"
        Earth Resources Technology, Inc","College Park, MD",NaN,Bethesda%2C+MD
83,Brain Trauma Research Fellows (Neuroscientist),"
        Leidos","Bethesda, MD 20813",NaN,Bethesda%2C+MD
84,<b>Data</b> Governance Lead,"
    Salient CRGT","Arlington, VA",NaN,Bethesda%2C+MD
85,<b>Data</b> <b>Scientist</b> Intern,"
    The Rock Creek Group","Washington, DC 20036 <span style=""font-size: smaller"">(Downtown area)</span>",NaN,Bethesda%2C+MD
86,Behavioral and Social Sciences Research Analyst,"
    The Scientific Consulting Group, Inc.","Gaithersburg, MD 20878",NaN,Bethesda%2C+MD
87,Ultimate Hoops Statistician,"
        Life Time Fitness","Gaithersburg, MD",NaN,Bethesda%2C+MD
88,Machine Learning Engineer - <b>Data</b> <b>Scientist</b>,"
    GLIDER.ai","Fairfax, VA",NaN,Bethesda%2C+MD
89,<b>Data</b> SME,"
        MetroStar Systems","Reston, VA",NaN,Bethesda%2C+MD
90,NOA1763-Support <b>Scientist</b>-Space Weather,"
    I.M. Systems Group (IMSG)","College Park, MD",NaN,Bethesda%2C+MD
91,Behavioral and Social Sciences Research Analyst,"
    The Scientific Consulting Group, Inc.","Gaithersburg, MD 20878",NaN,Bethesda%2C+MD
92,Machine Learning &amp; Computer Vision <b>Scientist</b>,"
        USC","Arlington, VA",NaN,Bethesda%2C+MD
93,Community Research Analyst,"
        Cystic Fibrosis Foundation","Bethesda, MD 20814",NaN,Bethesda%2C+MD
94,<b>Scientist</b> I,"
        QIAGEN","Germantown, MD",NaN,Bethesda%2C+MD
95,SAS <b>Data</b> Analyst/Statistician,"
        The Henry M. Jackson Foundation","Bethesda, MD 20817",NaN,Bethesda%2C+MD
96,Satellite Sensor Calibration <b>Scientist</b>,"
        Earth Resources Technology, Inc","College Park, MD",NaN,Bethesda%2C+MD
97,"Intern - Network Analysis Team (<b>data</b> analysis, SQL, advanced...","
        Urban Science","Herndon, VA 20171",NaN,Bethesda%2C+MD
98,Operations Research Analyst,"
        Vencore","Silver Spring, MD",NaN,Bethesda%2C+MD
99,Tableau/Business Intelligence Specialist,"
        Mondo","McLean, VA",NaN,Bethesda%2C+MD
100,<b>Scientist</b> I,"
        QIAGEN","Germantown, MD",NaN,Bethesda%2C+MD
101,Managing Engineer,"
        Exponent","Bowie, MD",NaN,Bethesda%2C+MD
102,NLP Software Engineer in Health Reserach,"
        Battelle","Rockville, MD 20847",NaN,Bethesda%2C+MD
103,"Scientific Associate, Vaccines Preclinical Evidence Generati...","
        GlaxoSmithKline","Rockville, MD",NaN,Bethesda%2C+MD
104,"<b>Data</b> Visualization Engineer, Senior","
        Booz Allen Hamilton","Washington, DC",NaN,Bethesda%2C+MD
105,SAS <b>Data</b> Analyst/Statistician,"
        The Henry M. Jackson Foundation","Bethesda, MD 20817",NaN,Bethesda%2C+MD
106,<b>Scientist</b> IV/V,"
        US Pharmacopeia","Rockville, MD",NaN,Bethesda%2C+MD
107,Associate <b>Scientist</b>,"
        General Dynamics Information Technology","Bethesda, MD",NaN,Bethesda%2C+MD
108,Staff <b>Scientist</b>-Senior Level (Security Clearance Needed),"
        Strategic Analysis, Inc","Arlington, VA",NaN,Bethesda%2C+MD
109,All Source Research Analyst,"
        Engility Corporation","Fort Meade, MD 20755",NaN,Bethesda%2C+MD
110,Computer <b>Scientist</b>,"
    BrainTrust Holdings","Columbia, MD",NaN,Bethesda%2C+MD
111,"Intern - Network Analysis Team (<b>data</b> analysis, SQL, advanced...","
        Urban Science","Herndon, VA 20171",NaN,Bethesda%2C+MD
112,Medicinal Chemists,"
    National Center for Advancing Translational Scienc...","Rockville, MD",NaN,Bethesda%2C+MD
113,Strategic Modeling &amp; Statistical Analyst,"
        GEICO","Chevy Chase, MD",NaN,Bethesda%2C+MD
114,Busness Development Research Analyst,"
        Booz Allen Hamilton","McLean, VA",NaN,Bethesda%2C+MD
115,Statistical Programmer,"
    Social &amp; Scientific Systems Inc.","Silver Spring, MD 20910",NaN,Bethesda%2C+MD
116,Center for Excellence in Survey Research - Multiple Opportun...,"
        National Opinion Research Center (NORC)","Bethesda, MD",NaN,Bethesda%2C+MD
117,"Expert <b>Scientist</b>, Downstream Technical R &amp; D (1)","
        GlaxoSmithKline","Rockville, MD",NaN,Bethesda%2C+MD
118,Database Specialist,"
    Ariadne","Bethesda, MD",NaN,Bethesda%2C+MD
119,Academic Institution Research Analyst,"
        The Henry M. Jackson Foundation","Bethesda, MD 20814",NaN,Bethesda%2C+MD
120,Software Engineer,"
    FlashX","Silver Spring, MD","$80,000 - $120,000 a year",Bethesda%2C+MD
121,NAVTAC II Operations Research Analyst (ORA-1) Job,"
        SAIC","Washington, DC",NaN,Bethesda%2C+MD
122,Research Assistant,"
        The Henry M. Jackson Foundation","Washington, DC 20010 <span style=""font-size: smaller"">(Columbia Heights area)</span>",NaN,Bethesda%2C+MD
123,Computer Operator III (NCI),"
        Leidos","Gaithersburg, MD 20878",NaN,Bethesda%2C+MD
124,Business Development Research Analyst,"
        Booz Allen Hamilton","McLean, VA",NaN,Bethesda%2C+MD
125,Research Analyst,"
        CBRE","McLean, VA",NaN,Bethesda%2C+MD
126,Business Development Research Analyst,"
        Booz Allen Hamilton","McLean, VA",NaN,Bethesda%2C+MD
127,<b>Data</b> <b>Scientist</b> - <b>Data</b> Analyst,"
        Synchronoss","Reston, VA",NaN,Bethesda%2C+MD
128,Computer Operator III (NCI),"
        Leidos","Gaithersburg, MD 20878",NaN,Bethesda%2C+MD
129,"Scientific Associate, Vaccines Preclinical Evidence Generati...","
        GlaxoSmithKline","Rockville, MD",NaN,Bethesda%2C+MD
130,Research <b>Scientist</b> - Center for Sickle Cell Disease,"
        Howard University","Washington, DC",NaN,Bethesda%2C+MD
131,Research Associate,"
    Mid-Atlantic Permanente Medical Group","Rockville, MD",NaN,Bethesda%2C+MD
132,Center for Excellence in Survey Research - Multiple Opportun...,"
        National Opinion Research Center (NORC)","Bethesda, MD",NaN,Bethesda%2C+MD
133,Senior <b>Data</b> <b>Scientist</b>,"
    ZP Group","Reston, VA 20190","$180,000 - $200,000 a year",Bethesda%2C+MD
134,NAVTAC II Operations Research Analyst (ORA-1) Job,"
        SAIC","Washington, DC",NaN,Bethesda%2C+MD
135,Senior Product Manager,"
    Catalist","Washington, DC","$70,000 - $100,000 a year",Bethesda%2C+MD
136,Research Associate,"
    Mid-Atlantic Permanente Medical Group","Rockville, MD",NaN,Bethesda%2C+MD
137,Biochemist,"
        MRIGlobal","Gaithersburg, MD",NaN,Bethesda%2C+MD
138,Associate System Test Engineer (EED-2),"
    Genex Systems","Rockville, MD",NaN,Bethesda%2C+MD
139,3032-Operations Research Analyst - Journeyman II,"
        Integral Consulting Services, Inc.","Arlington, VA",NaN,Bethesda%2C+MD
140,Non Clinical Regulatory Specialist,"
    Medical Science &amp; Computing","Bethesda, MD",NaN,Bethesda%2C+MD
141,"Operations Research Analyst, Mid","
        Booz Allen Hamilton","Washington, DC",NaN,Bethesda%2C+MD
142,"Senior <b>Scientist</b>, Protein Engineering","
    Intrexon Corporation.","Germantown, MD",NaN,Bethesda%2C+MD
143,Research <b>Scientist</b> - Center for Sickle Cell Disease,"
        Howard University","Washington, DC",NaN,Bethesda%2C+MD
144,Jr. Management Analyst,"
        Missing Link Security","Washington, DC",NaN,Bethesda%2C+MD
145,"RESEARCH ANALYST – SOFTWARE DEVELOPMENT -WASHINGTON, D.C.","
        Southwest Research Institute","Washington, DC",NaN,Bethesda%2C+MD
146,Junior <b>Scientist</b> / Engineer,"
        ECS Federal LLC","Arlington, VA",NaN,Bethesda%2C+MD
147,Statistical Analyst,"
    Vanda Pharmaceuticals Inc.","Washington, DC 20037 <span style=""font-size: smaller"">(Foggy Bottom area)</span>",NaN,Bethesda%2C+MD
148,Senior Product Manager,"
    Catalist","Washington, DC","$70,000 - $100,000 a year",Bethesda%2C+MD
149,Environmental Modeler,"
        Exponent","Washington, DC 20036 <span style=""font-size: smaller"">(Downtown area)</span>",NaN,Bethesda%2C+MD
150,Computer <b>Scientist</b>,"
        Raytheon","Annapolis Junction, MD",NaN,Bethesda%2C+MD
151,"Operations Research Analyst, Mid","
        Booz Allen Hamilton","Washington, DC",NaN,Bethesda%2C+MD
152,Brain Trauma Research <b>Scientist</b> (Neuroscientist) (WRAIR),"
        General Dynamics Information Technology","Silver Spring, MD",NaN,Bethesda%2C+MD
153,Lead <b>Data</b> <b>Scientist</b>,"
        Mitre Corporation","Washington, DC 20024 <span style=""font-size: smaller"">(South West area)</span>",NaN,Bethesda%2C+MD
154,Lead <b>Data</b> <b>Scientist</b> - Healthcare,"
    Consultants 2 Go","Fulton, MD",NaN,Bethesda%2C+MD
155,Statistician,"
    Ukpeagvik Iñupiat Corporation/Bowhead Family of Co...","Washington, DC",NaN,Bethesda%2C+MD
156,<b>Data</b> Wrangler Intern,"
        DigitalGlobe","Herndon, VA",NaN,Bethesda%2C+MD
157,Research <b>Scientist</b>,"
        The Henry M. Jackson Foundation","Silver Spring, MD 20910",NaN,Bethesda%2C+MD
158,Research <b>Scientist</b>/Engineer,"
    Intelligent Fusion Technology, Inc","Germantown, MD",NaN,Bethesda%2C+MD
159,"Expert <b>Scientist</b>, Molecular Analytics","
        GlaxoSmithKline","Rockville, MD",NaN,Bethesda%2C+MD
160,Consultant <b>Scientist</b> - Defense and Veterans Brain Injury Cen...,"
        General Dynamics Information Technology","Silver Spring, MD",NaN,Bethesda%2C+MD
161,Research Analyst,"
        BRTRC","Vienna, VA",NaN,Bethesda%2C+MD
162,Post-Doctoral Associate,"
        University of Maryland","College Park, MD",NaN,Bethesda%2C+MD
163,"Subject Matter Expert, Operations Research Analyst","
        Centra Technology","McLean, VA",NaN,Bethesda%2C+MD
164,Research <b>Scientist</b>/Engineer,"
    Intelligent Fusion Technology, Inc","Germantown, MD",NaN,Bethesda%2C+MD
165,Research Analyst II/III,"
    Semper Fortis Solutions, LLC","Fort Meade, MD",NaN,Bethesda%2C+MD
166,Lead <b>Data</b> <b>Scientist</b> - Healthcare,"
    Consultants 2 Go","Fulton, MD",NaN,Bethesda%2C+MD
167,Credit Risk Transfer Research Analyst,"
    iiTS","Washington, DC 20005 <span style=""font-size: smaller"">(Logan Circle area)</span>","$140,000 a year",Bethesda%2C+MD
168,<b>Data</b> <b>Scientist</b> - <b>Data</b> Analyst,"
    Synchronoss Technologies, Inc.","Reston, VA",NaN,Bethesda%2C+MD
169,<b>Data</b> <b>Scientist</b> - <b>Data</b> Analyst,"
        Synchronoss","Reston, VA",NaN,Bethesda%2C+MD
170,<b>Data</b> <b>Scientist</b>,"
    Teaching Strategies, LLC","Bethesda, MD 20814",NaN,Bethesda%2C+MD
171,Senior Statistician,"
    International Development Group","Arlington, VA",NaN,Bethesda%2C+MD
172,<b>Data</b> Engineer SME,"
        Vencore","McLean, VA",NaN,Bethesda%2C+MD
173,Informatics Core Director,"
        The Henry M. Jackson Foundation","Rockville, MD 20852",NaN,Bethesda%2C+MD
174,Education and Public Outreach Specialist-summer hire,"
        ASRC Federal","Greenbelt, MD",NaN,Bethesda%2C+MD
175,Non Clinical Regulatory Specialist,"
    Medical Science &amp; Computing","Bethesda, MD",NaN,Bethesda%2C+MD
176,Financial Research Analyst,"
        BAE Systems","Washington, DC",NaN,Bethesda%2C+MD
177,<b>Data</b> Engineer,"
        Vencore","McLean, VA",NaN,Bethesda%2C+MD
178,Front End Developer - Java,"
    Metasense USA","Rockville, MD",NaN,Bethesda%2C+MD
179,Epidemiologist,"
        Exponent","Washington, DC 20036 <span style=""font-size: smaller"">(Downtown area)</span>",NaN,Bethesda%2C+MD
180,"Expert <b>Scientist</b>, Molecular Analytics","
        GlaxoSmithKline","Rockville, MD",NaN,Bethesda%2C+MD
181,Computer <b>Scientist</b>,"
        Wood Consulting","Fort Meade, MD",NaN,Bethesda%2C+MD
182,Senior Statistician,"
    International Development Group","Arlington, VA",NaN,Bethesda%2C+MD
183,<b>Scientist</b> 1,"
        Apex Companies, LLC","Rockville, MD",NaN,Bethesda%2C+MD
184,CLINICAL QUALITY STATISTICIAN,"
        Children's National Medical Center","Washington, DC",NaN,Bethesda%2C+MD
185,<b>Data</b> Engineer,"
        Vencore","McLean, VA",NaN,Bethesda%2C+MD
186,Research <b>Scientist</b>,"
        The Henry M. Jackson Foundation","Silver Spring, MD 20910",NaN,Bethesda%2C+MD
187,Statistician,"
    Ukpeagvik Iñupiat Corporation/Bowhead Family of Co...","Washington, DC",NaN,Bethesda%2C+MD
188,Staff <b>Scientist</b>-Junior Level (Security Clearance Needed),"
        Strategic Analysis, Inc","Arlington, VA",NaN,Bethesda%2C+MD
189,Contamination Modeling <b>Scientist</b>,"
        The Johns Hopkins Applied Physics Laboratory","Laurel, MD",NaN,Bethesda%2C+MD
190,<b>Data</b> Engineer,"
        Leidos","McLean, VA 22108",NaN,Bethesda%2C+MD
191,BI/Visualization Analyst,"
        Neustar, Inc.","McLean, VA",NaN,Bethesda%2C+MD
192,<b>Data</b> Wrangler Intern,"
        DigitalGlobe","Herndon, VA",NaN,Bethesda%2C+MD
193,"Senior Associate, <b>Data</b> Science","
        Capital One","McLean, VA",NaN,Bethesda%2C+MD
194,<b>Data</b> <b>Scientist</b> (all levels) (NCI),"
        Leidos","Rockville, MD 20848",NaN,Bethesda%2C+MD
195,Epidemiologist,"
        Exponent","Washington, DC 20036 <span style=""font-size: smaller"">(Downtown area)</span>",NaN,Bethesda%2C+MD
196,Court Research Analyst,"
        LexisNexis","Reston, VA",NaN,Bethesda%2C+MD
197,<b>Scientist</b> I/ Associate <b>Scientist</b> II,"
        AstraZeneca","Gaithersburg, MD",NaN,Bethesda%2C+MD
198,<b>Scientist</b>-Immunology,"
        Medix","Rockville, MD",NaN,Bethesda%2C+MD
199,Expert <b>Data</b> Engineer,"
        Vencore","McLean, VA",NaN,Bethesda%2C+MD
200,Manager Strip Manufacturing - Lateral Flow,"
        QIAGEN","Germantown, MD",NaN,Bethesda%2C+MD
201,"Research Analyst (CONUS); Premium Pay,Per Diem,TDY encourage...","
    Unified Business Technologies, Inc.","Fort Meade, MD",NaN,Bethesda%2C+MD
202,Expert <b>Scientist</b> Immunoassays &amp; Electrophoresis,"
        GlaxoSmithKline","Rockville, MD",NaN,Bethesda%2C+MD
203,Quality Control Senior <b>Scientist</b> (Bioassay),"
    Sanaria Inc.","Rockville, MD 20850",NaN,Bethesda%2C+MD
204,<b>Data</b> <b>Scientist</b>,"
        Engility Corporation","Bethesda, MD 20892",NaN,Bethesda%2C+MD
205,Research Analyst,"
    FP1 Strategies","Washington, DC",NaN,Bethesda%2C+MD
206,<b>Data</b> <b>Scientist</b> (Mammalian Systems),"
    Intrexon Corporation.","Germantown, MD",NaN,Bethesda%2C+MD
207,Senior <b>Data</b> <b>Scientist</b>,"
    ZP Group","Reston, VA 20190","$180,000 - $200,000 a year",Bethesda%2C+MD
208,"Big <b>Data</b> Engineer - Shared Info Support, Sr","
        Freddie Mac","McLean, VA",NaN,Bethesda%2C+MD
209,Process/ <b>Scientist</b>,"
    The Veritas Healthcare Solutions LLC.","Md City, MD",$40 an hour,Bethesda%2C+MD
210,Research &amp; Content Analyst,"
    Envirosite Corporation","Washington, DC",NaN,Bethesda%2C+MD
211,Quantitative Analytics &amp; Model Development Analyst Sr,"
        PNC Bank","Tysons Corner, VA",NaN,Bethesda%2C+MD
212,Operations Research Analyst,"
        Booz Allen Hamilton","Washington, DC",NaN,Bethesda%2C+MD
213,Postdoctoral Fellow,"
        The Henry M. Jackson Foundation","Silver Spring, MD 20910",NaN,Bethesda%2C+MD
214,Senior <b>Scientist</b>,"
    The Smithers Group","Gaithersburg, MD",NaN,Bethesda%2C+MD
215,Research Analyst,"
        The Henry M. Jackson Foundation","Silver Spring, MD 20910",NaN,Bethesda%2C+MD
216,Lead <b>Data</b> Analytics Developer,"
        Noblis","Lanham, MD",NaN,Bethesda%2C+MD
217,"Research <b>Scientist</b>, Education","
        Child Trends","Bethesda, MD 20814",NaN,Bethesda%2C+MD
218,<b>Data</b> <b>Scientist</b> (all levels) (NCI),"
        Leidos","Rockville, MD 20848",NaN,Bethesda%2C+MD
219,Research <b>Scientist</b> II,"
        Universities Space Research Association","Greenbelt, MD",NaN,Bethesda%2C+MD
220,Modeling and Simulation Fellowships - CDER,"
        Oak Ridge Associated Universities","Silver Spring, MD",NaN,Bethesda%2C+MD
221,Senior <b>Scientist</b>,"
    The Smithers Group","Gaithersburg, MD",NaN,Bethesda%2C+MD
222,<b>Scientist</b> / Engineer,"
        ECS Federal LLC","Arlington, VA",NaN,Bethesda%2C+MD
223,Research Analyst,"
    Valiant Harbor International, LLC","Washington, DC",NaN,Bethesda%2C+MD
224,"Big <b>Data</b> Engineer - Shared Info Support, Sr","
        Freddie Mac","McLean, VA",NaN,Bethesda%2C+MD
225,Social <b>Scientist</b>,"
    BLH Technologies, Inc.","Rockville, MD 20850",NaN,Bethesda%2C+MD
226,GEOINT Analyst (<b>Data</b> Science) **Pay Band 02/03,"
        National Geospatial-Intelligence Agency","Springfield, VA",NaN,Bethesda%2C+MD
227,<b>Scientist</b> / Engineer,"
        ECS Federal LLC","Arlington, VA",NaN,Bethesda%2C+MD
228,Proposal - Bethesda - Principal Investigator,"
    University Research Co., LLC.","Bethesda, MD 20814",NaN,Bethesda%2C+MD
229,Laboratory Technician,"
    Biomedical Research Institute","Rockville, MD 20852",NaN,Bethesda%2C+MD
230,Quantitative Consultant,"
        CEB","Washington, DC",NaN,Bethesda%2C+MD
231,Research <b>Scientist</b> II,"
        Universities Space Research Association","Greenbelt, MD",NaN,Bethesda%2C+MD
232,"Operations Research Analyst/<b>Data</b> <b>Scientist</b> - Washington, DC","
        LS Technologies, LLC","Washington, DC",NaN,Bethesda%2C+MD
233,Exercise Physiology Senior <b>Scientist</b>,"
        The Henry M. Jackson Foundation","Bethesda, MD 20817",NaN,Bethesda%2C+MD
234,"Operations / Mathematical Modeling Research Analyst, Mid","
        Booz Allen Hamilton","Fort Meade, MD",NaN,Bethesda%2C+MD
235,"Research <b>Scientist</b>, Mass Spectrometry","
    NantWorks","Rockville, MD 20850",NaN,Bethesda%2C+MD
236,Senior Associate,"
    Community Science","Washington, DC",NaN,Bethesda%2C+MD
